       0    16.172 
     500    16.166 
    1000    16.167 
    1500    15.940 
    2000    15.946 
    2500    16.312 
    3000    16.188 
    3500    16.061 
    4000    16.134 
    4500    15.934 
    5000    15.960 
    5500    16.231 
    6000    16.298 
    6500    16.221 
    7000    16.165 
    7500    16.228 
    8000    16.181 
    8500    16.210 
    9000    16.040 
    9500    16.255 
   10000    15.727 
   10500    16.409 
   11000    16.130 
   11500    15.926 
   12000    16.025 
   12500    15.920 
   13000    16.107 
   13500    16.012 
   14000    15.934 
   14500    16.167 
   15000    16.128 
   15500    15.910 
   16000    16.294 
   16500    15.903 
   17000    15.851 
   17500    15.968 
   18000    16.019 
   18500    15.893 
   19000    15.863 
   19500    15.654 
   20000    15.853 
   20500    15.932 
   21000    15.941 
   21500    15.792 
   22000    16.007 
   22500    15.696 
   23000    15.929 
   23500    16.005 
   24000    15.667 
   24500    15.839 
   25000    15.824 
   25500    15.852 
   26000    15.917 
   26500    15.782 
   27000    16.321 
   27500    16.094 
   28000    16.171 
   28500    15.877 
   29000    16.080 
   29500    16.092 
   30000    16.048 
   30500    16.079 
   31000    15.790 
   31500    16.308 
   32000    15.834 
   32500    16.248 
   33000    16.392 
   33500    16.212 
   34000    16.198 
   34500    16.086 
   35000    16.060 
   35500    16.081 
   36000    16.141 
   36500    15.945 
   37000    15.881 
   37500    16.153 
   38000    16.368 
   38500    16.412 
   39000    15.925 
   39500    16.056 
   40000    16.134 
   40500    16.119 
   41000    16.303 
   41500    16.065 
   42000    16.054 
   42500    15.703 
   43000    16.154 
   43500    16.042 
   44000    16.037 
   44500    16.398 
   45000    16.148 
   45500    16.210 
   46000    16.154 
   46500    16.071 
   47000    16.063 
   47500    16.272 
   48000    16.230 
   48500    16.232 
   49000    16.268 
   49500    16.302 
   50000    16.091 
   50500    15.764 
   51000    16.010 
   51500    15.928 
   52000    15.627 
   52500    15.570 
   53000    15.911 
   53500    16.234 
   54000    15.924 
   54500    16.158 
   55000    16.155 
   55500    16.201 
   56000    15.707 
   56500    16.095 
   57000    16.033 
   57500    15.923 
   58000    15.944 
   58500    15.942 
   59000    15.967 
   59500    15.914 
   60000    16.007 
   60500    16.031 
   61000    15.891 
   61500    15.994 
   62000    15.813 
   62500    16.025 
   63000    16.061 
   63500    15.753 
   64000    16.303 
   64500    16.092 
   65000    15.928 
   65500    15.762 
   66000    16.282 
   66500    16.362 
   67000    16.360 
   67500    16.150 
   68000    16.164 
   68500    16.182 
   69000    16.234 
   69500    16.404 
   70000    16.254 
   70500    16.196 
   71000    16.167 
   71500    16.203 
   72000    16.225 
   72500    15.867 
   73000    16.043 
   73500    16.092 
   74000    16.101 
   74500    16.098 
   75000    15.839 
   75500    16.212 
   76000    16.369 
   76500    16.072 
   77000    16.180 
   77500    16.105 
   78000    16.059 
   78500    16.263 
   79000    16.129 
   79500    16.014 
   80000    16.159 
   80500    16.012 
   81000    16.008 
   81500    16.084 
   82000    16.085 
   82500    16.357 
   83000    16.432 
   83500    16.204 
   84000    16.051 
   84500    15.907 
   85000    16.141 
   85500    16.107 
   86000    16.159 
   86500    16.069 
   87000    16.167 
   87500    16.105 
   88000    15.876 
   88500    16.169 
   89000    16.195 
   89500    16.462 
   90000    15.727 
   90500    16.118 
   91000    16.278 
   91500    15.944 
   92000    16.100 
   92500    16.229 
   93000    15.975 
   93500    16.037 
   94000    15.873 
   94500    15.790 
   95000    15.846 
   95500    16.280 
   96000    15.624 
   96500    15.841 
   97000    15.899 
   97500    16.012 
   98000    15.844 
   98500    15.831 
   99000    16.210 
   99500    15.958 
  100000    16.058 
  100500    16.102 
  101000    15.960 
  101500    15.831 
  102000    15.976 
  102500    16.092 
  103000    15.845 
  103500    15.815 
  104000    16.292 
  104500    16.330 
  105000    16.121 
  105500    16.147 
  106000    16.118 
  106500    16.063 
  107000    16.196 
  107500    16.099 
  108000    15.933 
  108500    15.988 
  109000    15.934 
  109500    16.010 
  110000    16.223 
  110500    16.040 
  111000    15.763 
  111500    15.904 
  112000    16.324 
  112500    15.830 
  113000    16.023 
  113500    15.946 
  114000    16.050 
  114500    16.436 
  115000    16.039 
  115500    16.136 
  116000    16.378 
  116500    16.151 
  117000    16.204 
  117500    16.335 
  118000    16.466 
  118500    15.894 
  119000    15.906 
  119500    16.028 
  120000    16.283 
  120500    16.171 
  121000    15.981 
  121500    16.224 
  122000    16.246 
  122500    16.030 
  123000    16.555 
  123500    16.435 
  124000    15.881 
  124500    16.055 
  125000    16.047 
  125500    16.088 
  126000    16.154 
  126500    15.923 
  127000    15.640 
  127500    16.369 
  128000    16.119 
  128500    16.080 
  129000    16.031 
  129500    15.829 
  130000    16.185 
  130500    16.039 
  131000    16.219 
  131500    16.241 
  132000    15.941 
  132500    16.039 
  133000    16.101 
  133500    16.101 
  134000    15.817 
  134500    16.513 
  135000    16.243 
  135500    16.274 
  136000    16.199 
  136500    15.841 
  137000    16.136 
  137500    16.068 
  138000    15.651 
  138500    15.734 
  139000    16.250 
  139500    16.140 
  140000    15.777 
  140500    16.364 
  141000    15.873 
  141500    15.827 
  142000    16.149 
  142500    16.283 
  143000    15.962 
  143500    15.944 
  144000    15.958 
