#Frame             Rg      Rg[Max]
    2888       6.9411      11.6511
    2889       6.9244      11.4885
    2890       6.8998      11.1451
    2891       6.8985      12.4731
    2892       6.9418      12.3133
    2893       6.9696      12.2541
    2894       6.9905      12.5644
    2895       7.0496      11.9110
    2896       6.9188      11.9245
    2897       6.8682      12.3008
    2898       6.9443      12.2808
    2899       6.9622      11.8670
    2900       6.8824      11.4564
    2901       6.7604      11.5006
    2902       6.8776      12.8311
    2903       6.9157      12.4829
    2904       6.8261      11.5315
    2905       6.9290      11.5539
    2906       6.9071      11.7290
    2907       6.8849      11.5233
    2908       6.9205      11.8145
    2909       6.8321      11.6890
    2910       6.8129      11.7241
    2911       6.9327      11.4997
    2912       6.8682      11.5201
    2913       6.9601      12.1394
    2914       6.9455      12.4844
    2915       6.8410      12.2099
    2916       6.8826      12.2428
    2917       6.9754      12.8684
    2918       6.7932      12.0468
    2919       6.9062      11.8835
    2920       6.8754      11.4890
    2921       6.8885      12.2173
    2922       6.9110      11.6748
    2923       6.8019      11.4240
    2924       6.8501      11.4760
    2925       6.8713      11.5546
    2926       6.8350      11.7023
    2927       6.8223      11.6630
    2928       6.8709      11.3639
    2929       6.6997      10.8503
    2930       6.8125      12.0204
    2931       6.7908      11.2726
    2932       6.7442      11.2310
    2933       6.9516      11.2467
    2934       6.8973      12.9928
    2935       6.9695      12.2713
    2936       6.8936      12.4884
    2937       6.9009      12.5337
    2938       6.8835      11.9656
    2939       6.8372      12.3458
    2940       6.9462      12.7716
    2941       7.0333      12.1970
    2942       7.0034      12.1581
    2943       6.8264      11.2959
    2944       6.9769      11.5519
    2945       6.8630      11.5288
    2946       6.8680      11.4536
    2947       6.7272      11.1050
    2948       6.7837      11.2884
    2949       6.7868      11.5501
    2950       6.9937      11.6077
    2951       6.8493      11.1608
    2952       6.8761      11.3071
    2953       6.8639      11.1821
    2954       6.7830      11.3341
    2955       6.8711      11.8965
    2956       6.7748      11.2014
    2957       6.7772      10.8838
    2958       6.8728      11.5359
    2959       6.9293      12.7113
    2960       6.9275      11.7762
    2961       6.9501      13.3253
    2962       6.8662      12.5100
    2963       6.9749      11.6686
    2964       6.9455      12.2107
    2965       6.9331      12.1044
    2966       6.7987      11.6468
    2967       6.8845      12.0064
    2968       6.8535      11.4578
    2969       6.8022      11.5106
    2970       6.8779      12.2568
    2971       6.9349      12.8790
    2972       6.8403      11.8803
    2973       7.0223      12.5151
    2974       6.8463      11.8508
    2975       6.9988      11.3219
    2976       6.7893      11.4160
    2977       6.9096      11.5410
    2978       6.7567      11.1145
    2979       6.7411      12.1198
    2980       6.8325      11.5011
    2981       6.8173      11.4685
    2982       6.8181      11.5122
    2983       6.8999      11.4662
    2984       6.9325      12.0247
    2985       7.0221      12.6143
    2986       6.8809      11.4296
    2987       6.9673      11.9222
    2988       6.8432      11.3601
    2989       6.9866      12.0098
    2990       6.8874      11.8900
    2991       6.8992      12.1455
    2992       6.8937      11.1991
    2993       6.8328      11.5253
    2994       6.8341      11.4727
    2995       6.8229      11.5347
    2996       6.8833      11.1918
    2997       6.8705      10.8808
    2998       6.7762      11.0597
    2999       6.8440      11.8503
    3000       6.6936      11.4777
    3001       6.9610      12.0408
    3002       6.9053      11.4540
    3003       6.9498      12.0514
    3004       6.8315      11.5089
    3005       6.9026      12.0220
    3006       6.9436      13.1549
    3007       6.8700      12.3704
    3008       6.7860      11.5500
    3009       6.9817      12.4444
    3010       6.8128      11.8157
    3011       6.9275      12.7828
    3012       6.8570      11.9644
    3013       6.9772      12.1440
    3014       6.9743      12.2318
    3015       6.9662      11.6908
    3016       6.8562      11.9162
    3017       6.8864      11.3577
    3018       6.8049      11.0582
    3019       6.9362      11.6110
    3020       6.9159      11.1132
    3021       6.9113      11.5156
    3022       6.8966      11.4084
    3023       6.9713      11.1187
    3024       6.8960      11.6646
    3025       6.9070      11.5883
    3026       6.7704      11.2249
    3027       6.8973      11.5760
    3028       6.8510      11.9123
    3029       6.8131      11.3232
    3030       6.8075      11.2796
    3031       6.8052      11.5026
    3032       6.8824      11.2384
    3033       6.9495      11.7577
    3034       6.9653      11.6223
    3035       6.9621      11.4035
    3036       7.0640      12.1542
    3037       7.0529      12.2177
    3038       6.9969      11.8993
    3039       6.9795      11.8207
    3040       6.8794      11.8663
    3041       6.9227      11.4876
    3042       6.9816      11.5324
    3043       7.0298      11.6517
    3044       6.8707      12.1845
    3045       6.9578      12.0660
    3046       6.9454      12.1219
    3047       6.9438      11.8275
    3048       6.9337      11.5946
    3049       6.9877      12.3461
    3050       6.9930      12.7846
    3051       6.9028      11.7120
    3052       6.9080      11.5321
    3053       7.0075      12.3429
    3054       6.8304      11.2845
    3055       6.8299      11.2666
    3056       6.8550      11.2743
    3057       6.8453      11.1728
    3058       6.8316      11.3027
    3059       6.8760      11.4034
    3060       6.8342      11.7321
    3061       6.9283      12.0955
    3062       6.9237      11.5306
    3063       6.9511      11.5923
    3064       6.9288      11.6223
    3065       6.9484      11.4434
    3066       6.9542      11.4370
    3067       6.8975      11.2677
    3068       6.9290      11.2414
    3069       7.0174      11.5096
    3070       7.0092      11.8067
    3071       7.0098      11.5054
    3072       6.8827      11.3924
    3073       6.9387      11.5625
    3074       6.9661      11.4663
    3075       7.0674      12.2479
    3076       6.9360      11.9071
    3077       6.9131      12.7596
    3078       6.8033      12.3551
    3079       6.8584      11.6643
    3080       6.6751      11.5742
    3081       6.7725      12.1382
    3082       6.9249      12.5262
    3083       6.8953      12.1693
    3084       6.8565      11.3782
    3085       6.8751      11.2375
    3086       6.8717      11.5004
    3087       7.0160      12.2348
    3088       6.9387      11.4177
    3089       6.8922      11.0794
    3090       6.9842      11.7829
    3091       6.9666      12.2864
    3092       7.0144      12.0079
    3093       7.0566      12.4782
    3094       7.0730      12.1220
    3095       6.9577      12.2954
    3096       6.9892      12.2275
    3097       6.8870      11.6599
    3098       6.8870      11.4757
    3099       6.9118      11.5649
    3100       6.8234      11.7776
    3101       6.8265      11.2651
    3102       6.8009      11.3016
    3103       6.8474      11.7594
    3104       6.9869      11.6403
    3105       6.7989      11.5570
    3106       6.8559      11.6348
    3107       6.8226      12.3462
    3108       6.8558      11.8946
    3109       6.7319      11.8180
    3110       6.7873      11.4680
    3111       6.7391      10.7704
    3112       6.7074      11.0708
    3113       6.8303      12.8166
    3114       6.8322      11.6355
    3115       6.8438      11.5305
    3116       6.8186      11.2512
    3117       6.8157      11.5718
    3118       6.8319      11.2474
    3119       6.8064      11.3585
    3120       6.7942      11.0459
    3121       6.9047      11.9649
    3122       6.9669      12.2479
    3123       6.7437      11.0542
    3124       7.0402      12.0597
    3125       6.8637      11.6777
    3126       6.8572      11.5647
    3127       6.8777      11.6105
    3128       6.9444      11.9630
    3129       6.9629      11.5925
    3130       6.7991      11.5553
    3131       6.7912      11.6320
    3132       6.7425      11.0726
    3133       6.8853      11.6441
    3134       6.8969      11.5421
    3135       7.0094      12.8468
    3136       6.9103      12.1840
    3137       6.8474      11.7394
    3138       6.9873      12.4485
    3139       6.8106      11.4194
    3140       6.8184      11.4692
    3141       6.8793      11.2297
    3142       6.8942      11.9998
    3143       6.9012      11.5987
    3144       6.9058      11.3804
    3145       6.8538      11.3597
    3146       6.9294      11.3403
    3147       6.9838      11.5662
    3148       6.8988      11.5685
    3149       6.9691      11.5453
    3150       6.9028      11.4313
    3151       6.8913      11.5746
    3152       6.8282      11.9571
    3153       6.8450      11.3322
    3154       6.8475      11.8427
    3155       6.8836      11.8212
    3156       6.8391      11.3881
    3157       6.9958      12.1550
    3158       6.8620      11.4405
    3159       6.7856      11.2826
    3160       6.8579      11.4438
    3161       6.8682      11.4924
    3162       6.9999      11.9141
    3163       6.9303      11.9462
    3164       6.8632      11.5124
    3165       6.8904      11.9216
    3166       6.8141      11.3675
    3167       6.7921      11.6617
    3168       6.8923      11.1504
    3169       6.9118      11.5463
    3170       6.8500      11.3790
    3171       6.8805      11.7823
    3172       6.9335      11.8464
    3173       7.0292      12.0322
    3174       7.0019      12.4430
    3175       6.9576      12.4941
    3176       6.8921      11.9775
    3177       6.8225      11.4597
    3178       6.8742      11.2114
    3179       6.9085      11.5094
    3180       6.8749      11.4278
    3181       6.8999      11.7405
    3182       6.9036      11.7109
    3183       6.8284      11.6953
    3184       6.9232      11.4506
    3185       6.9102      12.1485
    3186       6.8833      11.6321
    3187       6.8531      12.6725
    3188       6.9031      11.9745
    3189       6.8998      11.9625
    3190       6.7577      11.5862
    3191       6.9504      12.7984
    3192       6.8268      11.4754
    3193       6.8794      11.7376
    3194       6.9716      11.9258
    3195       6.9706      11.7446
    3196       6.8059      11.5067
    3197       6.8986      11.3977
    3198       6.9218      11.6530
    3199       6.9461      11.7438
    3200       6.9182      11.8455
    3201       6.9187      11.6676
    3202       6.7427      10.9803
    3203       6.8390      11.3946
    3204       6.8054      11.3558
    3205       6.9561      11.6474
    3206       6.7914      11.1280
    3207       6.7896      12.2987
    3208       6.9673      12.5784
    3209       6.9448      12.6894
    3210       7.0668      12.1784
    3211       7.0815      12.5816
    3212       6.8230      11.6948
    3213       6.9562      11.7661
    3214       7.0580      12.2773
    3215       7.0221      12.0612
    3216       6.8831      12.6663
    3217       6.9721      12.8587
    3218       6.7127      11.1818
    3219       6.6636      10.3976
    3220       6.8235      11.1672
    3221       6.7782      11.1271
    3222       6.7677      10.9894
    3223       6.8544      10.9774
    3224       6.8280      11.8844
    3225       6.9414      11.8569
    3226       6.7688      11.4274
    3227       6.7928      11.6835
    3228       6.9106      11.7539
    3229       6.9654      11.9090
    3230       6.9383      11.7473
    3231       6.9451      12.2891
    3232       6.9409      12.1721
    3233       6.8581      11.9304
    3234       6.8487      11.2823
    3235       6.9563      12.3489
    3236       6.8840      12.7315
    3237       7.0403      11.6096
    3238       7.0035      12.1488
    3239       7.0814      12.5008
    3240       6.9530      12.6100
    3241       6.8760      11.2079
    3242       6.8632      12.0404
    3243       6.7768      12.3582
    3244       6.9279      11.6635
    3245       6.9444      12.0938
    3246       6.8675      12.1553
    3247       6.8016      11.8939
    3248       6.8743      12.1803
    3249       6.8888      12.0573
    3250       6.9169      12.1189
    3251       6.8799      12.5008
    3252       6.9375      11.9430
    3253       6.9170      13.5125
    3254       6.9399      13.0079
    3255       6.9047      13.1831
    3256       6.8951      12.7124
    3257       6.9413      12.7448
    3258       6.9392      12.2930
    3259       6.8999      11.7069
    3260       6.8930      11.6360
    3261       6.9681      11.8127
    3262       7.0555      11.6802
    3263       7.0820      12.4591
    3264       6.9365      11.5165
    3265       6.9733      11.9881
    3266       6.8208      11.5157
    3267       6.9127      11.5100
    3268       6.9825      11.3542
    3269       6.8101      12.0609
    3270       6.8607      12.1064
    3271       6.9379      11.8143
    3272       6.8959      11.5590
    3273       6.8455      11.9541
    3274       6.8325      11.2723
    3275       6.8332      11.6521
    3276       6.7298      11.5108
    3277       6.8006      11.3391
    3278       6.8221      11.0577
    3279       6.8014      11.2252
    3280       6.9293      11.6242
    3281       6.9203      12.2077
    3282       6.9263      12.5091
    3283       6.9452      11.4894
    3284       6.7951      11.9575
    3285       6.8850      11.5122
    3286       6.8609      11.7078
    3287       6.9018      11.4032
    3288       6.9966      11.6900
    3289       6.8364      11.4628
    3290       6.7796      11.2132
    3291       6.9099      12.0238
    3292       6.9625      12.1425
    3293       6.9176      11.3705
    3294       6.9730      11.7800
    3295       6.8956      11.8266
    3296       6.7963      11.6185
    3297       6.8031      11.6908
    3298       6.9345      11.6144
    3299       6.7807      11.6531
    3300       6.8236      12.1200
    3301       6.8204      11.7836
    3302       6.8552      11.8647
    3303       6.9177      12.0143
    3304       6.9899      13.0738
    3305       7.1126      12.4806
    3306       7.0702      12.5240
    3307       6.9887      11.6576
    3308       7.0522      11.8639
    3309       6.9577      11.5242
    3310       7.0173      11.7159
    3311       6.8725      11.7941
    3312       6.7574      11.4599
    3313       6.8619      11.3915
    3314       6.8841      11.2856
    3315       6.8118      11.5409
    3316       6.8590      11.4821
    3317       6.7307      11.2921
    3318       6.9122      11.7318
    3319       6.9009      11.9927
    3320       6.8743      11.5387
    3321       6.8614      11.3833
    3322       7.0333      11.3077
    3323       6.8185      11.4680
    3324       6.8586      11.4130
    3325       6.8393      11.2565
    3326       6.8824      11.7292
    3327       6.7723      10.9277
    3328       6.7513      11.4010
    3329       6.8642      11.4147
    3330       6.8296      10.9143
    3331       6.8866      11.0807
    3332       6.8582      11.5726
    3333       6.9625      11.8908
    3334       7.0812      11.8698
    3335       7.1300      12.4102
    3336       7.1323      12.3455
    3337       7.1084      11.7281
    3338       7.1421      12.5829
    3339       7.0803      12.2860
    3340       6.9900      12.0582
    3341       6.9396      11.4479
    3342       6.9534      11.3858
    3343       6.9472      11.4693
    3344       7.0800      11.6366
    3345       7.0120      11.4200
    3346       6.9658      11.5081
    3347       6.9374      11.5326
    3348       6.9312      11.7361
    3349       6.9616      11.5550
    3350       7.0039      11.5424
    3351       7.0219      12.0036
    3352       6.8627      11.5948
    3353       7.0191      11.9771
    3354       6.9249      11.6937
    3355       6.9966      11.8236
    3356       6.9558      11.9909
    3357       6.8421      11.2831
    3358       6.9505      11.6017
    3359       6.8635      11.3994
    3360       6.8263      11.6730
    3361       6.7986      10.9481
    3362       6.7529      10.9782
    3363       6.8119      11.4489
    3364       6.7489      10.9177
    3365       6.8578      11.2370
    3366       6.8207      11.1500
    3367       6.9962      11.2346
    3368       6.8045      11.2688
    3369       6.8118      11.8963
    3370       6.9027      12.5820
    3371       6.9102      12.0332
    3372       6.8105      11.4933
    3373       6.8205      11.1723
    3374       6.9050      11.6251
    3375       6.9258      11.4997
    3376       6.9794      11.6124
    3377       6.9416      11.5776
    3378       6.8278      11.4403
    3379       6.8849      10.8916
    3380       6.7757      11.3741
    3381       6.9723      11.9337
    3382       6.8534      11.2736
    3383       6.8952      11.3883
    3384       6.9382      11.5406
    3385       7.0170      11.7989
    3386       6.9142      11.6932
    3387       6.9314      11.4402
    3388       7.0180      11.7369
    3389       7.0216      11.7241
    3390       6.9140      12.4408
    3391       7.0530      12.7616
    3392       6.8806      11.9078
    3393       6.8874      11.9953
    3394       6.8048      11.1391
    3395       6.9714      11.4807
    3396       6.9605      11.6303
    3397       6.9428      12.4444
    3398       6.9209      11.8046
    3399       6.7383      11.2893
    3400       6.8265      11.2719
    3401       6.9136      12.0502
    3402       6.9575      12.3531
    3403       6.9015      11.8039
    3404       6.8497      11.8650
    3405       6.9203      12.2576
    3406       7.0184      12.4230
    3407       7.0886      12.9653
    3408       6.8889      12.0196
    3409       6.9454      12.1225
    3410       6.7248      11.5535
    3411       6.9053      11.5473
    3412       7.0225      12.2670
    3413       6.9671      11.4865
    3414       6.8120      11.3726
    3415       6.9092      11.8332
    3416       6.8782      11.0943
    3417       6.8967      11.7998
    3418       6.8741      11.0703
    3419       6.8469      10.9489
    3420       6.8110      10.9774
    3421       6.7968      11.5376
    3422       6.8454      11.2010
    3423       7.0657      11.6206
    3424       6.8685      11.4342
    3425       6.9290      11.5680
    3426       6.9581      11.7436
    3427       6.8657      12.4093
    3428       6.9548      12.9416
    3429       6.8905      12.1466
    3430       6.9513      12.8824
    3431       6.7890      11.8070
    3432       6.8287      11.7778
    3433       6.8987      11.4886
    3434       6.8670      11.9776
    3435       6.8714      11.7732
    3436       6.8264      11.2834
    3437       6.8695      11.2669
    3438       6.7845      10.9721
    3439       6.8829      11.1168
    3440       6.8960      11.1723
    3441       6.7745      10.9477
    3442       6.9552      11.2165
    3443       6.8740      11.0816
    3444       6.8469      10.7935
    3445       6.8619      10.9654
    3446       6.9249      11.2561
    3447       6.8092      10.9690
    3448       6.8195      11.7361
    3449       6.9005      11.5009
    3450       6.8178      11.3995
    3451       6.9040      10.8636
    3452       6.9367      11.7680
    3453       6.9031      11.8924
    3454       6.8425      11.2999
    3455       6.7685      11.6393
    3456       6.8548      11.9757
    3457       6.8934      11.4043
    3458       6.9202      11.3179
    3459       6.7522      11.3640
    3460       6.9186      11.7132
    3461       6.9529      12.1636
    3462       6.8649      11.3873
    3463       6.9821      11.5885
    3464       6.8737      11.6429
    3465       6.9432      11.4340
    3466       6.9023      11.8463
    3467       6.8441      11.6000
    3468       6.9421      11.8093
    3469       6.8762      11.9026
    3470       6.9064      11.6203
    3471       6.9554      12.3385
    3472       6.9668      12.0738
    3473       6.9315      11.3897
    3474       6.8214      11.7384
    3475       6.9513      11.6410
    3476       6.8634      12.1169
    3477       6.8082      11.4078
    3478       6.8586      11.3471
    3479       6.8790      11.7347
    3480       6.9445      12.2533
    3481       6.9634      11.7792
    3482       6.9301      11.8082
    3483       6.8581      11.7756
    3484       6.8739      11.6239
    3485       6.9861      11.6419
    3486       6.9501      11.6155
    3487       7.0562      11.7724
    3488       6.8012      11.2964
    3489       6.8252      11.1892
    3490       6.8208      11.5566
    3491       6.9023      11.4335
    3492       6.9025      11.4776
    3493       6.8801      12.0463
    3494       6.9214      11.8866
    3495       6.7402      11.5382
    3496       6.8976      11.6052
    3497       6.7488      11.6623
    3498       6.7852      11.7104
    3499       6.9190      11.7502
    3500       6.9247      11.6880
    3501       6.8748      11.7488
    3502       6.9233      11.8024
    3503       7.0151      11.7993
    3504       6.9766      11.8919
    3505       6.8316      11.3094
    3506       6.8315      11.0940
    3507       6.9755      11.9468
    3508       6.8205      11.6162
    3509       6.9796      11.5750
    3510       6.8302      11.5346
    3511       6.8340      11.1913
    3512       6.8953      11.4349
    3513       6.9165      11.4381
    3514       6.9096      11.8610
    3515       6.9336      12.3394
    3516       6.8100      11.7549
    3517       6.9216      12.7321
    3518       6.7862      11.6033
    3519       6.8241      11.3700
    3520       6.7985      11.4663
    3521       6.8277      11.4179
    3522       6.8929      11.3375
    3523       6.9253      12.0695
    3524       6.7754      11.5338
    3525       6.6768      11.9956
    3526       6.8163      12.5632
    3527       6.9423      11.8188
    3528       6.8672      11.8948
    3529       6.9094      11.6361
    3530       6.8151      11.6103
    3531       6.9359      12.5936
    3532       6.9589      12.4946
    3533       7.0417      12.9985
    3534       6.9839      12.7130
    3535       7.0513      12.7797
    3536       7.0779      12.0524
    3537       6.8288      12.1997
    3538       6.8853      12.2523
    3539       6.9300      12.8678
    3540       6.9592      13.3803
    3541       6.9268      11.7076
    3542       7.0314      12.2117
    3543       6.9328      11.5407
    3544       6.9698      11.5350
    3545       6.8323      11.8978
    3546       6.9331      11.3987
    3547       6.8537      11.7027
    3548       6.8871      11.4012
    3549       6.9441      11.6411
    3550       6.8487      11.2485
    3551       6.8272      11.2023
    3552       6.9201      11.0641
    3553       6.9603      11.8817
    3554       7.0930      11.6512
    3555       6.8884      11.2064
    3556       6.7660      11.0094
    3557       6.9710      11.2994
    3558       6.9157      11.7368
    3559       6.9187      11.5993
    3560       6.9196      11.7350
    3561       6.8191      11.4807
    3562       6.7349      11.2851
    3563       6.8756      11.5723
    3564       6.8444      11.1219
    3565       6.8949      11.5088
    3566       6.9216      11.3983
    3567       6.9282      11.9482
    3568       6.8662      11.5335
    3569       6.8543      11.2275
    3570       7.0411      11.7260
    3571       6.9553      11.6958
    3572       6.9128      11.0395
    3573       6.8691      11.2913
    3574       6.9840      11.7503
    3575       6.8563      11.3165
    3576       6.8379      11.1903
    3577       6.9196      11.6553
    3578       6.9590      11.4216
    3579       6.9267      11.5527
    3580       6.8777      11.0892
    3581       6.9455      11.6435
    3582       6.7597      11.4909
    3583       6.9236      11.7791
    3584       6.9770      12.2904
    3585       6.8705      11.0985
    3586       6.9230      11.5410
    3587       6.7728      10.9947
    3588       6.9553      11.7377
    3589       6.9210      11.4731
    3590       6.8950      11.8224
    3591       6.9368      11.7010
    3592       6.7497      11.0482
    3593       6.8279      11.4479
    3594       6.9399      11.6433
    3595       6.8876      11.9180
    3596       6.9381      12.2570
    3597       7.0382      11.9938
    3598       6.8535      11.3819
    3599       6.9818      11.5916
    3600       6.8514      11.5492
    3601       6.8059      11.4144
    3602       6.8806      11.8970
    3603       6.9050      12.3150
    3604       7.0111      12.0422
    3605       6.9689      11.9153
    3606       6.9209      11.6098
    3607       6.9258      11.5012
    3608       7.0201      12.7746
    3609       6.7759      11.5408
    3610       6.9538      12.2076
    3611       6.9831      12.3404
    3612       6.8723      11.7688
    3613       6.8595      11.9393
    3614       6.9810      12.1026
    3615       6.8308      11.5860
    3616       6.9703      11.6446
    3617       6.8115      11.3406
    3618       6.7951      11.6469
    3619       6.8469      11.6404
    3620       6.8391      11.2861
    3621       6.8846      11.3396
    3622       6.7830      11.0170
    3623       6.7853      11.6178
    3624       6.7888      11.0655
    3625       6.8771      11.7040
    3626       6.7490      11.4193
    3627       6.9375      11.7627
    3628       6.9240      12.3044
    3629       6.8426      11.5786
    3630       6.9320      11.8152
    3631       6.9251      11.7565
    3632       6.9156      12.3153
    3633       6.7899      11.8948
    3634       6.8350      11.5077
    3635       6.9335      11.7677
    3636       6.8509      11.6401
    3637       6.9501      12.5505
    3638       6.9508      12.6608
    3639       7.0122      12.7903
    3640       6.9038      12.0663
    3641       6.9584      11.6851
    3642       6.9303      12.4715
    3643       6.8643      11.5326
    3644       6.9285      12.1908
    3645       6.8744      11.5568
    3646       7.0294      12.5447
    3647       6.8692      11.4112
    3648       7.0254      12.7401
    3649       6.8504      12.2684
    3650       6.7467      11.3479
    3651       6.9531      11.6478
    3652       6.9508      12.1481
    3653       6.9729      12.1187
    3654       6.8739      11.5436
    3655       6.9360      11.8174
    3656       6.7683      11.4474
    3657       6.8845      11.9374
    3658       6.8488      12.0189
    3659       6.8583      11.6345
    3660       6.8588      11.3673
    3661       6.9763      12.1325
    3662       6.8947      12.7466
    3663       6.8914      12.0868
    3664       6.9120      11.8310
    3665       6.8553      12.5242
    3666       6.8740      12.0778
    3667       6.8981      11.6183
    3668       6.9825      11.8736
    3669       6.9631      11.9828
    3670       6.9539      12.0523
    3671       6.9210      11.8939
    3672       6.8415      11.5245
    3673       6.8667      11.4689
    3674       6.8508      11.4317
    3675       6.8892      11.4720
    3676       6.8776      11.8349
    3677       6.9366      11.6305
    3678       6.9313      11.8383
    3679       6.9462      11.8791
    3680       6.9897      11.8212
    3681       6.9731      11.8092
    3682       6.9791      11.8311
    3683       6.9644      12.0865
    3684       6.8703      11.4047
    3685       7.0170      11.4892
    3686       7.0014      11.6110
    3687       6.9833      12.2574
    3688       7.0838      11.9577
    3689       6.9698      11.9888
    3690       6.9924      11.6170
    3691       6.8870      11.5270
    3692       6.9814      11.8872
    3693       6.8924      11.8143
    3694       7.0428      11.9778
    3695       6.8732      11.4219
    3696       7.0585      12.0893
    3697       6.9798      11.7908
    3698       6.9123      11.8493
    3699       6.9986      11.6671
    3700       6.9941      11.7580
    3701       6.9377      11.6258
    3702       6.9166      11.6664
    3703       7.0271      11.5057
    3704       6.9926      11.8894
    3705       6.8750      11.9485
    3706       6.8348      11.5164
    3707       6.8048      11.6136
    3708       6.7899      11.4925
    3709       6.7996      11.5364
    3710       6.7676      11.4295
    3711       6.7917      11.1966
    3712       6.8697      11.6152
    3713       6.8340      11.4766
    3714       6.8868      12.3252
    3715       6.9643      12.0205
    3716       6.9194      11.3206
    3717       6.7538      11.0517
    3718       6.7675      10.9402
    3719       6.9234      10.9641
    3720       6.9379      11.3861
    3721       6.7419      10.9435
    3722       6.7364      11.0894
    3723       6.8513      11.1659
    3724       6.8064      10.9390
    3725       6.8009      10.9299
    3726       6.9191      11.3478
    3727       6.7996      10.6568
    3728       6.8400      10.9272
    3729       6.8743      11.1749
    3730       6.7946      10.7396
    3731       7.0154      11.4317
    3732       6.8899      11.7741
    3733       6.8283      11.5321
    3734       6.7843      11.0477
    3735       6.8311      11.2642
    3736       6.7668      11.0915
    3737       6.9269      11.3438
    3738       6.8289      11.1125
    3739       6.8738      11.0428
    3740       6.9198      11.1171
    3741       6.9309      10.8482
    3742       6.9896      11.7850
    3743       6.8729      11.0935
    3744       6.7787      10.8835
    3745       6.9969      11.5807
    3746       6.7903      10.7212
    3747       6.8253      11.1086
    3748       6.9304      11.5271
    3749       6.8768      11.1643
    3750       6.8458      11.4370
    3751       7.0007      11.6340
    3752       6.8456      11.8937
    3753       6.9860      11.7278
    3754       6.8694      11.8437
    3755       6.8492      12.2362
    3756       6.9359      12.0136
    3757       6.8868      12.3141
    3758       6.9035      11.9559
    3759       7.0326      12.0225
    3760       6.8794      11.8172
    3761       7.0361      12.2094
    3762       6.9831      12.2409
    3763       6.9686      12.0183
    3764       6.8691      11.6203
    3765       6.9718      12.2309
    3766       6.8318      11.2569
    3767       6.8726      11.6765
    3768       6.7878      11.4820
    3769       6.7778      11.4271
    3770       6.8527      11.9727
    3771       6.8427      11.7047
    3772       6.8228      11.2844
    3773       6.9497      11.5335
    3774       6.8545      11.5254
    3775       6.8385      11.5006
    3776       6.7803      11.5645
    3777       6.8718      12.0540
    3778       6.8249      11.2734
    3779       6.8747      11.7340
    3780       6.9487      11.7754
    3781       6.8918      11.4572
    3782       6.7385      11.0530
    3783       6.8386      11.1381
    3784       6.8091      11.4014
    3785       6.8531      11.3225
    3786       6.8505      11.3761
    3787       6.8127      11.3416
    3788       7.0433      12.1808
    3789       6.9936      11.9806
    3790       6.8999      11.9363
    3791       6.9460      11.9084
    3792       6.9021      11.4264
    3793       6.7738      11.7348
    3794       6.9666      11.9043
    3795       7.0909      12.4414
    3796       7.0379      11.9481
    3797       6.9701      11.7013
    3798       6.9896      12.0438
    3799       6.9356      11.7613
    3800       6.7562      11.4270
    3801       6.8508      11.7573
    3802       6.8555      11.7006
    3803       6.6669      11.3931
    3804       6.8390      11.3315
    3805       6.9087      11.9116
    3806       6.8853      11.8409
    3807       6.8631      11.4758
    3808       6.8360      11.2978
    3809       6.8920      11.7134
    3810       6.9842      11.6012
    3811       6.9070      11.7249
    3812       6.9169      11.3167
    3813       6.9423      11.3265
    3814       6.8657      11.6782
    3815       6.8874      11.8193
    3816       6.9579      11.9532
    3817       6.8850      12.0766
    3818       6.9183      12.5223
    3819       6.8601      11.9786
    3820       6.9121      12.1634
    3821       6.8671      11.9972
    3822       6.8802      11.2653
    3823       6.9074      11.2095
    3824       6.9232      11.4743
    3825       6.9631      11.9213
    3826       6.9471      11.5490
    3827       6.9807      11.9049
    3828       6.9959      12.3185
    3829       6.8574      11.9857
    3830       6.8517      11.8489
    3831       6.9002      11.6053
    3832       6.9161      12.2549
    3833       6.8757      12.5308
    3834       6.9149      11.6330
    3835       6.9361      12.4745
    3836       6.8971      11.6180
    3837       6.8348      11.4659
    3838       6.7785      11.6550
    3839       6.9610      12.8991
    3840       6.7111      12.0093
    3841       6.8251      11.1680
    3842       6.9296      11.9480
    3843       6.8649      11.6515
    3844       6.8547      10.9869
    3845       7.0115      12.2654
    3846       6.9687      11.6110
    3847       6.9013      11.7222
    3848       6.8439      12.0284
    3849       6.7545      11.6848
    3850       6.8958      11.5415
    3851       6.8713      12.1950
    3852       6.9214      11.6236
    3853       6.8351      11.5144
    3854       6.8569      11.6054
    3855       6.8724      11.4170
    3856       6.9714      11.9338
    3857       6.9145      11.6238
    3858       6.9821      11.9440
    3859       6.9211      11.7690
    3860       6.8258      11.5373
    3861       6.9298      12.3537
    3862       6.9195      11.8838
    3863       6.8200      12.0650
    3864       6.7491      12.0376
    3865       6.9080      11.3503
    3866       6.8698      11.6367
    3867       6.8467      11.6904
    3868       7.0014      11.9442
    3869       6.9386      11.8791
    3870       6.9942      12.0800
    3871       6.8204      11.2328
    3872       6.8874      11.6425
    3873       6.7326      11.2207
    3874       6.9063      11.3850
    3875       6.8119      11.2995
    3876       6.7265      11.0496
    3877       6.7725      11.4775
    3878       6.9064      12.0459
    3879       6.8367      11.6300
    3880       6.9264      12.0958
    3881       6.9281      12.4771
    3882       6.9057      12.3048
    3883       6.9012      11.6487
    3884       7.0978      11.5688
    3885       6.9006      11.9557
