#Frame             Rg      Rg[Max]
    5772       6.9475      11.8819
    5773       6.8555      12.3182
    5774       6.9388      11.1970
    5775       6.8069      11.6075
    5776       6.7747      11.2632
    5777       6.8248      11.3471
    5778       6.8806      12.2668
    5779       6.8808      11.7497
    5780       6.8440      11.8691
    5781       6.8239      11.3501
    5782       7.0142      12.0065
    5783       6.9457      11.8503
    5784       6.9828      12.0160
    5785       6.8978      11.9379
    5786       6.8649      11.7204
    5787       6.9385      11.3441
    5788       6.9258      12.2230
    5789       6.8674      11.1845
    5790       6.8210      11.3480
    5791       6.8015      11.5301
    5792       6.6634      11.4065
    5793       6.8966      11.7317
    5794       6.7968      11.3776
    5795       6.8003      12.0621
    5796       6.8359      11.5818
    5797       6.8747      12.3132
    5798       6.7998      11.4240
    5799       6.8083      11.3883
    5800       6.9187      11.5880
    5801       6.8719      11.6560
    5802       6.9007      11.4453
    5803       6.8266      11.8250
    5804       6.8747      12.1062
    5805       6.9871      12.7794
    5806       6.8862      11.7203
    5807       6.8553      12.1231
    5808       6.9345      11.9928
    5809       6.9141      11.2155
    5810       6.9541      11.4779
    5811       6.9640      11.9499
    5812       6.9604      11.4404
    5813       6.8486      11.2692
    5814       6.9056      11.4041
    5815       6.8601      11.9422
    5816       6.8513      11.3400
    5817       6.8043      11.8836
    5818       6.9671      11.7391
    5819       6.9658      11.8801
    5820       6.9928      11.9603
    5821       6.9817      11.6795
    5822       6.9020      11.4061
    5823       6.9037      11.5026
    5824       7.0238      11.5988
    5825       6.8979      11.8648
    5826       6.8542      11.3826
    5827       6.9942      11.8763
    5828       6.9077      11.7213
    5829       6.9101      11.4383
    5830       6.9584      11.5842
    5831       6.9742      11.7308
    5832       6.8917      11.3018
    5833       6.7923      11.1434
    5834       6.9993      12.0900
    5835       6.9039      11.4798
    5836       6.9494      11.5994
    5837       6.7818      11.0227
    5838       6.8127      11.2341
    5839       6.8769      11.0665
    5840       7.0309      11.4698
    5841       6.8943      11.4207
    5842       6.8917      11.8179
    5843       6.8143      11.1564
    5844       7.0199      11.4524
    5845       6.9665      11.9646
    5846       6.9661      11.3343
    5847       6.8781      11.5776
    5848       6.9198      11.4847
    5849       6.9352      11.3216
    5850       6.8974      11.5143
    5851       6.9394      11.8788
    5852       6.8538      12.0566
    5853       6.9379      11.6693
    5854       6.8171      12.2486
    5855       6.9094      12.4256
    5856       6.8910      12.0635
    5857       6.9293      12.5063
    5858       6.9452      11.2363
    5859       6.9359      11.4016
    5860       6.8155      11.6497
    5861       6.8429      12.1201
    5862       6.9073      12.0834
    5863       6.9813      11.7507
    5864       6.8479      11.6065
    5865       6.9293      11.6272
    5866       6.7041      11.5729
    5867       7.0292      11.4914
    5868       6.8746      11.7732
    5869       6.9617      11.3923
    5870       6.8638      11.4507
    5871       6.8210      11.1293
    5872       6.8540      11.3091
    5873       6.7553      10.9113
    5874       6.8350      11.2836
    5875       7.1159      11.9859
    5876       6.9959      11.7945
    5877       6.9755      12.3416
    5878       7.0032      11.6743
    5879       6.8986      11.6229
    5880       6.9398      11.9157
    5881       6.8735      11.6460
    5882       6.8887      11.7906
    5883       6.9034      11.8962
    5884       6.8882      11.7835
    5885       6.8514      11.2426
    5886       6.9977      12.0098
    5887       6.9571      11.9611
    5888       7.0340      11.7246
    5889       6.8236      11.1572
    5890       6.8845      11.4657
    5891       6.9537      12.1558
    5892       6.9760      11.6907
    5893       6.7584      11.1645
    5894       6.7629      11.3444
    5895       6.8726      11.5446
    5896       6.9089      11.4841
    5897       7.0154      13.0271
    5898       6.9216      11.4686
    5899       6.8196      12.0390
    5900       6.7914      11.9671
    5901       6.7893      11.2596
    5902       6.7197      11.3741
    5903       6.7941      12.1779
    5904       6.8226      11.6245
    5905       6.7826      11.8968
    5906       6.7741      11.7904
    5907       6.8399      11.2412
    5908       6.8999      12.0624
    5909       6.9276      11.6305
    5910       6.9021      11.9571
    5911       6.7995      11.4372
    5912       6.8451      11.6520
    5913       6.9142      12.0199
    5914       6.8245      11.3008
    5915       6.7001      11.0443
    5916       6.8674      11.8455
    5917       6.8952      11.4502
    5918       6.9520      11.2845
    5919       7.0471      11.7631
    5920       6.8712      11.4924
    5921       6.8267      11.6761
    5922       6.8570      11.9278
    5923       6.8622      12.7911
    5924       6.7362      11.2916
    5925       6.8210      12.6260
    5926       6.8857      11.6003
    5927       6.7620      11.2949
    5928       6.8752      11.5379
    5929       6.8176      11.3498
    5930       6.8910      11.1529
    5931       6.8506      11.5408
    5932       6.8844      11.5593
    5933       6.9399      11.6332
    5934       6.8168      11.7494
    5935       6.9180      11.8853
    5936       6.7691      11.4209
    5937       6.9013      12.0682
    5938       6.8365      11.7655
    5939       6.8392      11.8710
    5940       6.9764      12.4515
    5941       6.9010      11.5517
    5942       6.9052      12.1780
    5943       6.9820      11.3922
    5944       6.8493      11.5768
    5945       6.8978      11.9575
    5946       6.8989      11.6608
    5947       6.9642      11.9335
    5948       6.8463      11.6760
    5949       6.9019      11.4042
    5950       6.8925      11.5240
    5951       6.8638      11.8117
    5952       6.8882      11.5246
    5953       6.8883      11.6334
    5954       6.9283      11.8699
    5955       7.0213      11.8176
    5956       6.9379      11.9073
    5957       6.8875      11.6719
    5958       6.8180      12.0871
    5959       6.9526      11.5361
    5960       6.8895      11.2496
    5961       6.9075      12.1026
    5962       6.9838      12.1181
    5963       6.9398      11.6531
    5964       6.7748      11.2828
    5965       6.8912      11.5564
    5966       6.9087      11.5154
    5967       7.0068      12.2026
    5968       6.8296      11.6450
    5969       6.9192      11.5217
    5970       6.8919      11.3598
    5971       6.7152      11.7420
    5972       6.9748      12.4719
    5973       6.8786      12.2356
    5974       6.8792      11.8982
    5975       6.8792      12.2003
    5976       6.9038      11.6397
    5977       6.9469      11.7997
    5978       6.8717      11.3200
    5979       6.9721      12.6457
    5980       6.9538      13.2631
    5981       6.9180      12.6048
    5982       6.8591      12.2095
    5983       6.9703      11.7573
    5984       6.9113      12.2928
    5985       6.9720      12.9582
    5986       7.0005      12.6471
    5987       6.9914      12.4186
    5988       6.9301      12.3606
    5989       6.9175      12.1757
    5990       6.9477      12.4531
    5991       6.9274      11.3007
    5992       6.8398      11.6672
    5993       6.9304      11.6778
    5994       6.8358      11.4607
    5995       6.9172      11.4828
    5996       6.8714      11.7077
    5997       6.9236      11.9925
    5998       6.8219      11.1568
    5999       6.8331      11.7999
    6000       6.8215      11.2530
    6001       7.0419      13.2138
    6002       6.8478      12.3458
    6003       6.9031      12.3385
    6004       6.8784      12.2048
    6005       6.7450      12.3933
    6006       6.8285      11.9865
    6007       6.8227      12.1100
    6008       6.9319      12.0838
    6009       6.9089      11.6984
    6010       6.7378      11.3337
    6011       6.7903      11.4616
    6012       6.9142      11.5677
    6013       6.7655      10.8300
    6014       6.7337      10.8503
    6015       6.7474      10.9590
    6016       6.7431      10.7181
    6017       6.7968      11.3931
    6018       6.8402      11.2878
    6019       6.8202      11.0406
    6020       6.8936      10.8513
    6021       6.8038      11.2284
    6022       6.8755      11.7608
    6023       6.8507      11.3289
    6024       6.9414      11.0986
    6025       6.8224      10.9237
    6026       6.7724      11.2284
    6027       6.8528      11.4723
    6028       6.8600      11.1309
    6029       6.8097      10.9578
    6030       6.7659      10.6528
    6031       6.8452      10.9236
    6032       6.9286      11.0167
    6033       7.0030      11.0777
    6034       6.8596      11.0087
    6035       6.8958      11.5412
    6036       6.9314      11.8383
    6037       6.8194      11.1190
    6038       6.8306      10.8109
    6039       6.7044      10.9042
    6040       6.7740      11.0112
    6041       6.7412      10.8660
    6042       6.7592      10.8474
    6043       6.8363      11.2368
    6044       6.8472      10.9417
    6045       6.8898      11.5286
    6046       6.9453      11.4237
    6047       6.8012      10.5076
    6048       6.7773      11.0001
    6049       6.8137      10.5914
    6050       6.8607      11.0963
    6051       6.8849      10.8681
    6052       6.8596      11.5497
    6053       6.8687      10.7944
    6054       6.8686      11.2568
    6055       6.8846      11.4657
    6056       6.9504      11.5096
    6057       6.9129      11.6896
    6058       6.8949      11.8687
    6059       6.8275      10.9719
    6060       6.7934      11.1067
    6061       6.7511      10.8855
    6062       6.8952      11.2883
    6063       6.9534      11.0369
    6064       6.8349      10.9225
    6065       6.9003      10.9412
    6066       6.9486      11.6508
    6067       6.7787      10.8611
    6068       6.8281      10.9870
    6069       6.7496      10.9011
    6070       6.8176      11.7230
    6071       6.8415      11.5368
    6072       6.9015      11.9445
    6073       6.9906      12.5280
    6074       6.9061      11.7260
    6075       6.9581      12.4351
    6076       6.8634      11.9473
    6077       6.8101      11.3920
    6078       6.8184      11.4751
    6079       6.8176      11.3742
    6080       6.7635      11.1095
    6081       6.8359      11.8806
    6082       6.8392      11.5457
    6083       6.9984      11.6365
    6084       6.9086      11.7979
    6085       6.9323      12.0018
    6086       6.8740      11.2661
    6087       6.7863      11.5169
    6088       6.8548      11.9183
    6089       6.9007      11.3769
    6090       6.9130      12.1341
    6091       6.8820      11.7278
    6092       6.9588      12.3122
    6093       6.7855      11.6410
    6094       6.7531      11.2226
    6095       6.8484      11.9317
    6096       6.8668      11.5167
    6097       6.8367      12.1854
    6098       6.9717      12.3582
    6099       6.8619      12.2369
    6100       6.9266      13.4111
    6101       6.7985      12.7678
    6102       7.0081      13.4667
    6103       6.9764      12.0940
    6104       7.0369      12.2447
    6105       6.8793      11.8754
    6106       6.8376      11.8818
    6107       6.9793      11.9014
    6108       6.8455      11.6605
    6109       6.8765      11.6174
    6110       6.8050      11.2962
    6111       6.7046      11.0928
    6112       6.7502      11.4179
    6113       6.7791      11.5537
    6114       6.7738      11.1258
    6115       6.8639      11.9261
    6116       6.6318      11.3209
    6117       6.8750      11.2525
    6118       6.7686      11.3163
    6119       6.7985      12.1653
    6120       6.9063      11.7995
    6121       6.8410      11.3899
    6122       6.8373      12.0503
    6123       6.8292      11.5837
    6124       6.8808      12.5160
    6125       6.7488      10.7830
    6126       6.7379      11.8665
    6127       6.8804      12.3017
    6128       6.9197      12.2421
    6129       6.9121      12.7809
    6130       6.9140      11.8961
    6131       6.8735      11.5673
    6132       6.8889      11.6581
    6133       6.9486      12.2985
    6134       7.0203      12.2478
    6135       6.9211      12.1185
    6136       6.9400      11.8729
    6137       7.0049      11.7039
    6138       6.9513      11.5226
    6139       6.8917      12.0440
    6140       6.8770      11.7756
    6141       6.8610      11.3010
    6142       6.9445      11.7966
    6143       6.9486      11.6939
    6144       6.9154      12.0090
    6145       6.8412      12.2777
    6146       6.8651      11.7824
    6147       6.9355      11.8743
    6148       6.8479      12.2264
    6149       6.9308      11.8866
    6150       6.9093      11.6350
    6151       6.8596      12.1548
    6152       6.8777      12.0000
    6153       6.9251      11.5841
    6154       6.9308      11.2310
    6155       6.9260      11.3292
    6156       6.9560      11.4684
    6157       6.8419      11.7334
    6158       6.8113      11.4735
    6159       6.9485      11.5710
    6160       6.9293      11.6687
    6161       6.8414      11.6388
    6162       6.8137      11.2076
    6163       6.7519      11.2591
    6164       6.7964      11.7104
    6165       6.8509      11.9681
    6166       6.7755      11.4961
    6167       6.8725      12.2965
    6168       6.8329      11.9702
    6169       6.9187      11.7370
    6170       6.8218      11.2860
    6171       6.9079      11.6247
    6172       7.0026      12.2459
    6173       6.8800      12.4051
    6174       6.8863      11.3272
    6175       6.7847      11.4007
    6176       6.8374      12.5142
    6177       6.8642      11.4133
    6178       6.9138      12.6590
    6179       6.9616      12.3448
    6180       6.9141      11.5026
    6181       6.9213      11.9494
    6182       6.8325      11.4311
    6183       6.9275      11.7639
    6184       6.7957      11.4354
    6185       6.8484      11.7503
    6186       6.8274      11.5558
    6187       6.8109      11.2881
    6188       6.9050      11.5605
    6189       6.8684      11.6102
    6190       6.9383      11.6357
    6191       6.9759      11.5249
    6192       6.9005      11.3985
    6193       6.8290      11.1629
    6194       6.9366      12.6905
    6195       6.9384      11.8920
    6196       6.8322      12.5334
    6197       7.0976      12.8510
    6198       6.7762      11.7185
    6199       6.8924      12.6549
    6200       6.7855      11.9776
    6201       6.8916      12.0457
    6202       6.9172      12.7450
    6203       6.8974      13.1273
    6204       7.0865      12.9999
    6205       6.9949      11.6893
    6206       6.9744      12.6736
    6207       6.7913      11.1490
    6208       6.7522      11.8071
    6209       6.8639      12.0375
    6210       6.8837      11.5474
    6211       6.8736      12.3316
    6212       6.8636      11.4747
    6213       6.8797      11.7797
    6214       6.9348      11.8047
    6215       6.8470      11.5835
    6216       6.9133      12.7067
    6217       6.9603      12.1683
    6218       6.8588      12.0973
    6219       6.9680      12.1968
    6220       6.7686      11.3084
    6221       6.8248      11.8345
    6222       6.8324      11.8607
    6223       6.8387      11.2972
    6224       6.9695      11.4808
    6225       7.0782      11.5532
    6226       6.9349      12.1284
    6227       7.0751      12.4320
    6228       6.9089      11.1342
    6229       6.9003      11.4253
    6230       7.0274      11.9108
    6231       6.9918      11.7331
    6232       6.9094      11.4569
    6233       6.8204      11.2826
    6234       6.9020      11.6222
    6235       6.9229      11.7115
    6236       6.9639      12.0862
    6237       6.9531      12.2730
    6238       6.8784      11.6940
    6239       6.9109      11.4265
    6240       6.9515      12.6584
    6241       6.8435      11.5292
    6242       6.9127      11.5016
    6243       6.7406      11.0685
    6244       6.8592      11.4063
    6245       6.8468      11.2854
    6246       6.8188      11.0576
    6247       6.8943      10.9516
    6248       6.8303      11.1258
    6249       6.9415      12.0796
    6250       6.8235      11.3032
    6251       6.9109      11.3143
    6252       7.0284      12.1294
    6253       6.9255      12.1091
    6254       6.9652      11.9711
    6255       6.8836      11.4526
    6256       6.8752      11.3244
    6257       6.9562      11.2556
    6258       6.7602      10.8081
    6259       6.8401      10.8200
    6260       6.7586      10.8133
    6261       6.7402      10.6015
    6262       6.8516      10.8223
    6263       6.8838      11.1118
    6264       6.7723      10.8660
    6265       6.8375      10.5784
    6266       6.7748      11.0643
    6267       6.7574      11.2810
    6268       6.7528      11.1771
    6269       6.8726      11.1843
    6270       6.9235      11.9942
    6271       6.9010      11.8500
    6272       7.0749      12.3116
    6273       6.9954      12.4577
    6274       6.9408      11.8392
    6275       6.8834      11.9332
    6276       6.8107      11.2673
    6277       6.9894      11.9433
    6278       7.0213      11.7542
    6279       6.9291      12.0554
    6280       6.8164      12.1642
    6281       6.8583      11.8656
    6282       6.7946      11.4455
    6283       6.8516      12.8900
    6284       6.8844      12.9348
    6285       7.0612      12.9228
    6286       6.8903      12.4423
    6287       6.8537      12.7304
    6288       6.9340      13.0130
    6289       6.8817      12.3300
    6290       6.9052      12.4205
    6291       6.9288      12.3252
    6292       6.9046      12.5017
    6293       6.9089      11.6402
    6294       6.8018      11.7484
    6295       7.0263      12.0165
    6296       6.9926      12.6042
    6297       6.9049      13.0689
    6298       6.9582      12.2939
    6299       6.9211      11.9760
    6300       6.8766      11.3118
    6301       6.9479      12.3457
    6302       6.9512      12.5396
    6303       6.9334      11.8055
    6304       6.8716      11.2078
    6305       6.9448      11.9940
    6306       6.9388      11.6686
    6307       6.9708      11.9833
    6308       6.8714      11.6151
    6309       6.9183      11.6045
    6310       6.8963      11.8462
    6311       6.9697      11.8787
    6312       6.8044      11.3163
    6313       6.9512      11.6694
    6314       6.8740      11.2947
    6315       6.9406      11.4772
    6316       6.8471      11.4628
    6317       6.9222      11.8175
    6318       7.0008      11.2838
    6319       6.8213      11.1744
    6320       6.8929      11.2989
    6321       6.9215      11.7120
    6322       6.8983      11.5721
    6323       6.8957      11.8712
    6324       6.8093      11.0866
    6325       6.9438      12.2044
    6326       6.9734      11.6565
    6327       6.8875      12.4481
    6328       6.9114      11.7775
    6329       6.9341      12.2383
    6330       6.9030      11.5927
    6331       7.0262      11.8490
    6332       6.9113      11.8972
    6333       6.9073      11.6941
    6334       6.8390      11.5701
    6335       6.9891      12.0443
    6336       6.8064      11.3397
    6337       6.8301      11.4138
    6338       6.7422      11.2770
    6339       6.8929      11.1921
    6340       6.9461      11.4287
    6341       6.8998      11.3015
    6342       6.9009      11.5516
    6343       6.9300      11.4572
    6344       6.9424      11.7220
    6345       6.9320      11.9831
    6346       6.9168      12.2390
    6347       6.9017      12.2723
    6348       6.8622      11.7347
    6349       6.8279      11.7649
    6350       6.8732      11.1282
    6351       6.9048      11.1955
    6352       6.8569      11.8295
    6353       6.8845      12.1407
    6354       6.9390      12.4599
    6355       6.9175      11.9334
    6356       6.8132      11.7548
    6357       6.9254      12.7147
    6358       6.8670      11.9743
    6359       6.9541      12.6928
    6360       6.9113      12.4933
    6361       6.8114      11.1526
    6362       6.7722      11.0240
    6363       6.8745      10.8748
    6364       6.8603      11.3634
    6365       6.8459      11.3150
    6366       6.7950      11.2354
    6367       6.9610      11.8234
    6368       6.9630      11.8237
    6369       6.9320      12.1376
    6370       7.0144      11.9760
    6371       6.7851      11.7377
    6372       6.8015      11.0431
    6373       6.8185      11.3407
    6374       6.8048      11.3896
    6375       6.8442      11.4734
    6376       6.9585      12.1999
    6377       6.8629      12.0733
    6378       6.8622      12.6248
    6379       6.8224      12.3752
    6380       6.7526      11.0489
    6381       6.8656      11.1235
    6382       6.8932      10.7119
    6383       6.8598      11.3534
    6384       6.8688      12.2347
    6385       6.8650      11.8866
    6386       6.9428      12.3124
    6387       6.9737      11.3925
    6388       6.9361      11.6291
    6389       6.8891      12.8593
    6390       6.9173      12.4192
    6391       6.9485      11.6699
    6392       6.8260      11.6200
    6393       6.8725      11.9790
    6394       6.8816      11.8399
    6395       6.9078      12.3727
    6396       6.8353      11.3819
    6397       6.8429      11.8086
    6398       6.8663      11.7815
    6399       6.8035      11.4361
    6400       6.8536      11.4413
    6401       6.8301      11.8348
    6402       6.9830      11.9186
    6403       6.8540      11.4078
    6404       6.8913      11.8865
    6405       6.8925      11.4849
    6406       6.7955      11.3852
    6407       6.7750      11.9827
    6408       6.8921      11.8806
    6409       7.0753      12.1127
    6410       6.9745      12.4054
    6411       6.8247      11.8720
    6412       6.9065      11.6074
    6413       6.9063      11.5349
    6414       6.8956      11.6247
    6415       6.8105      11.3338
    6416       6.8878      11.7015
    6417       6.8258      11.7812
    6418       6.9256      11.8041
    6419       6.8764      11.4657
    6420       6.8781      11.8225
    6421       6.9835      11.7206
    6422       6.8405      11.5928
    6423       6.9398      11.9150
    6424       6.9077      11.6046
    6425       6.9734      11.5758
    6426       6.8359      11.4335
    6427       6.9674      11.8286
    6428       6.8558      11.8567
    6429       6.9695      12.0598
    6430       7.0313      11.7428
    6431       6.9887      11.9140
    6432       6.9865      12.1008
    6433       7.0550      11.9952
    6434       6.9659      11.8172
    6435       6.9308      11.9988
    6436       6.9263      12.0571
    6437       6.7640      11.5373
    6438       6.9640      11.4940
    6439       6.9045      11.4579
    6440       6.8543      11.4474
    6441       6.8449      11.4258
    6442       6.8762      11.6180
    6443       6.7571      10.8011
    6444       6.8644      11.3470
    6445       6.9019      12.0017
    6446       6.8394      11.6952
    6447       6.8432      11.5529
    6448       6.8808      11.8886
    6449       6.8749      12.3217
    6450       6.8800      11.9591
    6451       6.8642      12.2552
    6452       6.8678      11.6810
    6453       6.9055      11.9106
    6454       6.9083      11.9011
    6455       6.9839      11.5871
    6456       7.0387      11.4673
    6457       7.0121      11.8383
    6458       6.9025      11.5771
    6459       6.9098      11.5368
    6460       6.7725      11.8216
    6461       6.9925      11.7022
    6462       6.9577      11.6489
    6463       6.8093      11.1566
    6464       6.8464      11.6911
    6465       6.8532      11.6750
    6466       6.8383      11.4521
    6467       6.8094      11.3481
    6468       6.8872      11.5161
    6469       6.8609      11.6683
    6470       6.7757      11.5051
    6471       6.9943      12.0323
    6472       6.9099      11.6516
    6473       6.8724      11.5391
    6474       6.8593      11.8916
    6475       6.8364      11.6062
    6476       6.9334      11.9106
    6477       6.7691      11.2879
    6478       6.9544      12.2103
    6479       6.8373      11.8619
    6480       6.8211      10.9955
    6481       6.9112      11.6809
    6482       6.7939      11.7489
    6483       6.9989      12.3556
    6484       6.9988      12.6681
    6485       7.0358      11.8714
    6486       6.9461      11.4903
    6487       6.8164      11.6747
    6488       6.8986      11.4159
    6489       6.9053      11.3650
    6490       6.7935      11.4384
    6491       6.8744      11.7353
    6492       6.8178      11.7430
    6493       6.9479      12.0019
    6494       6.9276      12.3466
    6495       6.8966      12.9124
    6496       6.9673      12.8003
    6497       6.9418      11.5105
    6498       6.9143      12.3741
    6499       6.8986      11.5745
    6500       6.8558      11.2075
    6501       6.9042      12.1585
    6502       6.8917      12.5899
    6503       6.8131      11.6768
    6504       6.9081      11.7662
    6505       6.8467      11.2775
    6506       6.8661      11.5343
    6507       6.8801      11.4993
    6508       6.9237      11.9625
    6509       7.0025      11.9671
    6510       6.8273      11.1113
    6511       6.9346      11.7894
    6512       6.7673      11.2040
    6513       6.8116      11.3394
    6514       6.9934      12.0812
    6515       6.8317      11.7714
    6516       6.9256      11.8508
    6517       6.9070      11.7249
    6518       6.8826      11.7333
    6519       6.8344      11.5503
    6520       6.9071      11.6117
    6521       7.1364      11.9191
    6522       6.8120      12.0581
    6523       6.9273      12.0490
    6524       6.9685      12.5602
    6525       7.0776      12.3661
    6526       6.8897      11.6215
    6527       6.8373      11.6255
    6528       6.9796      11.8176
    6529       6.9620      11.6352
    6530       6.8654      12.0730
    6531       6.9590      11.3640
    6532       6.8340      11.3483
    6533       6.8363      11.5525
    6534       6.8996      12.0271
    6535       6.8488      11.6174
    6536       6.8867      11.8980
    6537       6.8055      12.2611
    6538       7.0429      12.4514
    6539       6.8908      12.5068
    6540       6.7871      11.2719
    6541       6.7899      11.2836
    6542       6.7303      11.1381
    6543       6.6774      10.9584
    6544       6.8250      11.3541
    6545       6.7507      11.2245
    6546       6.7878      11.3000
    6547       6.7834      11.3526
    6548       6.8680      11.4682
    6549       6.8832      11.6755
    6550       6.9427      11.6352
    6551       7.0105      11.9736
    6552       7.0076      12.4777
    6553       6.7921      11.8928
    6554       6.7766      11.1973
    6555       6.8813      11.5497
    6556       6.8994      11.6389
    6557       6.9331      11.2111
    6558       6.7702      11.6956
    6559       6.8903      11.8188
    6560       6.7249      11.2642
    6561       6.8880      11.5465
    6562       6.8651      12.3021
    6563       6.8460      11.9562
    6564       6.8066      11.7580
    6565       6.8556      11.9715
    6566       6.7381      11.4852
    6567       6.7931      11.4483
    6568       6.8204      11.6602
    6569       6.9659      11.4957
    6570       6.9210      12.1312
    6571       6.9352      12.0841
    6572       6.7987      11.6714
    6573       6.8370      11.7205
    6574       6.8778      11.7623
    6575       6.9559      11.6195
    6576       6.8062      11.0969
    6577       6.8463      11.6513
    6578       6.8077      11.4970
    6579       6.8849      11.6472
    6580       6.9548      12.1015
    6581       6.9984      11.6122
    6582       6.8350      12.6447
    6583       6.7242      12.0322
    6584       6.9264      12.0799
    6585       6.9707      12.3989
    6586       6.8814      11.2423
    6587       6.8581      11.1449
    6588       6.9369      11.4123
    6589       7.0105      11.5129
    6590       6.9593      11.7653
    6591       6.8976      11.5232
    6592       6.9063      12.1099
    6593       7.0491      12.4336
    6594       6.8150      11.4513
    6595       6.8309      11.3962
    6596       6.7940      11.2856
    6597       6.9249      11.9715
    6598       6.9379      11.8011
    6599       6.8395      11.2145
    6600       6.9385      12.1824
    6601       6.8699      12.1570
    6602       6.8635      11.5790
    6603       6.9140      11.8855
    6604       6.8487      11.5635
    6605       6.7544      11.5394
    6606       6.8158      11.6497
    6607       6.8324      11.8195
    6608       6.8568      11.8626
    6609       6.8712      11.6078
    6610       6.7879      11.5018
    6611       6.8901      11.6537
    6612       6.9035      11.5407
    6613       6.8876      11.6562
    6614       6.8639      11.8161
    6615       6.9719      12.1765
    6616       6.8476      11.6039
    6617       6.8861      12.3120
    6618       6.8760      11.7175
    6619       6.9146      11.6831
    6620       6.8043      11.6997
    6621       6.8683      11.8338
    6622       6.8627      11.4971
    6623       6.8388      11.1967
    6624       6.8553      11.3644
    6625       6.7981      11.6586
    6626       6.9968      11.8836
    6627       6.9102      11.9006
    6628       6.8911      11.6438
    6629       6.8535      11.6786
    6630       6.8740      11.5991
    6631       6.9191      12.2140
    6632       6.8560      11.7296
    6633       6.9682      11.8416
    6634       6.9349      12.0388
    6635       6.9583      11.8825
    6636       6.8567      11.8793
    6637       6.9261      12.3324
    6638       6.9732      12.2422
    6639       6.9043      12.0828
    6640       6.8156      11.3226
    6641       7.0414      12.0526
    6642       6.9380      11.5947
    6643       6.9982      11.7837
    6644       7.0060      11.5676
    6645       6.8864      11.8654
    6646       7.0205      12.2664
    6647       7.0188      12.0028
    6648       6.9316      11.7526
    6649       6.9199      11.5672
    6650       6.8825      12.1884
    6651       6.8317      11.6845
    6652       6.8044      11.4875
    6653       6.8439      11.7352
    6654       6.8920      11.6712
    6655       6.8666      11.8620
    6656       6.9388      12.1923
    6657       6.9151      11.6604
    6658       6.8031      11.8488
    6659       6.9349      11.2792
    6660       6.8103      11.6817
    6661       6.9646      11.6854
    6662       6.9117      11.9693
    6663       6.9050      10.9213
    6664       6.8212      11.3162
    6665       6.7918      12.3508
    6666       6.8800      11.5040
    6667       6.7858      12.1809
    6668       6.8013      11.2890
    6669       6.9589      11.8886
    6670       6.8347      11.8972
    6671       6.9457      11.6442
    6672       6.9054      11.8046
    6673       6.8248      12.5148
    6674       6.8399      11.9221
    6675       6.8041      11.5111
    6676       6.8080      11.3530
    6677       6.9188      11.5391
    6678       6.9404      11.9200
    6679       6.8232      11.3486
    6680       6.9275      11.7195
    6681       6.8744      12.5943
    6682       6.8775      12.6689
    6683       6.9698      11.9485
    6684       6.8845      12.0359
    6685       6.8918      11.8902
    6686       7.0016      12.6241
    6687       6.7911      11.5586
    6688       6.7996      11.7503
    6689       6.8330      11.1761
    6690       6.8949      11.8018
    6691       6.8321      11.5955
    6692       6.6834      11.2385
    6693       6.9468      11.4538
    6694       6.9343      12.0196
    6695       6.9233      12.2940
    6696       6.9369      11.7283
    6697       6.8725      11.7616
    6698       6.8397      11.6551
    6699       6.8788      11.3685
    6700       6.7485      11.2812
    6701       6.8384      11.6834
    6702       6.8363      12.3054
    6703       7.0424      13.2698
    6704       6.9033      11.9146
    6705       6.8698      11.6555
    6706       7.0268      12.1066
    6707       6.9959      12.6638
    6708       6.9143      12.7619
    6709       6.9484      12.2912
    6710       6.9853      12.0084
    6711       6.8371      11.3119
    6712       6.9185      11.2610
    6713       6.9035      12.5627
    6714       7.0498      12.2102
    6715       6.8988      12.3075
    6716       6.9825      11.8916
    6717       6.9123      11.8645
    6718       7.0093      12.5200
    6719       6.9236      12.5166
    6720       6.9128      11.3131
    6721       7.0114      12.2678
    6722       6.8650      12.0691
    6723       6.8942      11.5401
    6724       6.8413      11.8893
    6725       7.0077      11.8835
    6726       6.8433      12.0086
    6727       6.8783      11.5279
    6728       6.8812      11.7395
    6729       6.8865      12.6461
    6730       6.9418      11.5316
    6731       6.9633      12.1116
    6732       6.8300      11.4839
    6733       6.9849      11.5957
    6734       6.9201      11.8999
    6735       6.8216      11.0612
    6736       6.9859      11.4105
    6737       6.9494      12.0755
    6738       6.9325      12.4587
    6739       6.8607      11.3703
    6740       6.9620      12.8332
    6741       6.8880      12.5084
    6742       7.0808      13.3763
    6743       6.9521      12.1047
    6744       6.8806      11.3533
    6745       6.9458      12.3466
    6746       6.9252      12.0459
    6747       6.9250      12.8139
    6748       6.9568      12.9142
    6749       6.9532      12.3389
    6750       7.0264      12.7373
    6751       6.8953      11.8170
    6752       6.8564      11.5657
    6753       6.9679      12.2239
    6754       6.8545      11.7633
    6755       7.0207      12.2668
    6756       7.0137      12.6535
    6757       6.9980      12.6632
    6758       6.9761      11.9360
    6759       6.8450      11.9514
    6760       6.9014      11.9622
    6761       6.9466      12.3421
    6762       6.9974      12.5728
    6763       6.9955      12.4054
    6764       6.9496      12.8902
    6765       6.8775      12.2564
    6766       7.0711      12.8703
    6767       6.8812      12.4475
    6768       6.8177      11.8287
    6769       6.8464      11.3436
